x y z vx vy vz
1.35198 1.33257 -0.368697 -0.392736 0.398456 0 
0.805956 -1.7199 -0.150511 0.530422 0.24856 0 
1.2953 1.39061 0.0425255 -0.438135 0.408105 0 
1.02875 1.59915 0.26241 -0.481177 0.309547 0 
-0.430321 1.85323 0.100864 -0.576266 -0.13381 0 
-1.76831 0.704769 -0.278208 -0.21108 -0.529613 0 
0.840531 -1.70913 0.251183 0.514485 0.253017 0 
-1.10245 1.55442 0.199308 -0.472719 -0.335269 0 
0.343775 -1.87549 -0.712554 0.509051 0.0933084 0 
-0.76701 -1.74681 -0.0235973 0.549955 -0.241481 0 
-1.28254 1.41376 0.172718 -0.431484 -0.391436 0 
1.22401 -1.4661 -0.141296 0.450078 0.375761 0 
1.48626 -1.20112 0.301532 0.356343 0.440935 0 
-0.102805 1.90921 0.185897 -0.579981 -0.0312303 0 
-1.77829 -0.705226 0.392616 0.204902 -0.51668 0 
1.14785 -1.5317 0.0765438 0.475257 0.356155 0 
-1.90439 -0.202448 -0.296413 0.059972 -0.564143 0 
-1.81651 -0.609882 -0.3362 0.179024 -0.533217 0 
1.83986 0.539064 0.115503 -0.165618 0.565264 0 
1.81868 -0.60999 0.25213 0.182049 0.542779 0 
-0.163841 -1.91229 0.130744 0.584931 -0.0501157 0 
0.572778 -1.83292 -0.171009 0.555664 0.173641 0 
1.35215 1.36505 -0.1702 -0.413629 0.409721 0 
0.71468 1.78464 -0.173262 -0.540081 0.216282 0 
1.49846 -1.20595 0.144505 0.366892 0.455887 0 
1.92441 0.0182403 0.147262 -0.00554266 0.584771 0 
0.476344 -1.86569 0.165789 0.564402 0.144102 0 
0.819119 1.74378 0.10599 -0.533705 0.250702 0 
1.5248 1.17928 -0.295732 -0.346719 0.448306 0 
-1.11708 -1.57221 -0.045351 0.486538 -0.345693 0 
0.639433 1.82067 0.0126809 -0.566782 0.199058 0 
-1.63759 1.02275 -0.0262539 -0.317318 -0.508077 0 
0.602969 1.83525 0.277762 -0.540268 0.177504 0 
-0.784122 -1.7666 -0.176097 0.530918 -0.235652 0 
-1.39622 -1.33802 -0.442196 0.379694 -0.396208 0 
-0.37404 1.89838 0.419548 -0.541041 -0.106602 0 
0.905161 -1.71127 0.0101812 0.530966 0.28085 0 
-0.57359 -1.85007 -0.0116773 0.573498 -0.177806 0 
1.53297 1.18565 0.0565587 -0.363999 0.470628 0 
-0.983317 -1.67118 0.229582 0.49479 -0.291133 0 
1.37904 1.36456 -0.0693165 -0.417317 0.421746 0 
1.87276 -0.510413 -0.0230701 0.157462 0.577748 0 
-1.94092 -0.0679382 0.197097 0.0202133 -0.577472 0 
0.515847 1.87341 0.304143 -0.544622 0.149963 0 
0.350009 1.9124 -0.543168 -0.527326 0.0965116 0 
1.47906 1.2634 0.176928 -0.376761 0.441072 0 
-1.17487 1.5516 -0.0450102 -0.475063 -0.359718 0 
1.47602 -1.2701 0.142443 0.38099 0.442757 0 
0.859561 1.74841 -0.244049 -0.513176 0.252289 0 
1.9378 0.211493 -0.0458814 -0.0646212 0.592091 0 
0.799034 1.77914 0.000803042 -0.548216 0.246211 0 
0.809509 1.77553 0.17197 -0.528041 0.240747 0 
-1.82939 -0.682014 0.207582 0.201208 -0.539709 0 
0.276047 -1.93381 -0.329002 0.555713 0.0793269 0 
0.27968 1.93432 -0.0515618 -0.58851 0.0850916 0 
1.94132 -0.234719 -0.125691 0.0702987 0.581429 0 
0.0187567 1.95639 0.0104293 -0.599426 0.00574694 0 
1.62753 -1.08764 -0.311736 0.312928 0.468261 0 
-0.67487 1.83858 0.254359 -0.535124 -0.196423 0 
-1.93099 0.333322 0.0429489 -0.101273 -0.586693 0 
-1.28364 -1.48192 0.0313253 0.451029 -0.390681 0 
-0.422408 -1.91557 -0.0957227 0.575098 -0.126816 0 
-1.9516 -0.207593 -0.0376736 0.0630227 -0.592484 0 
-0.780089 1.80203 -0.180358 -0.531016 -0.229874 0 
0.37898 1.92775 -0.0774418 -0.579835 0.113991 0 
1.89433 -0.524752 0.0930169 0.15724 0.567629 0 
-0.644131 1.85822 0.283302 -0.534884 -0.185412 0 
-1.34803 1.43342 -0.353459 -0.406219 -0.382022 0 
-1.96489 0.12287 -0.3312 -0.0349657 -0.559156 0 
-0.551043 1.89109 0.253776 -0.546744 -0.159315 0 
-1.59671 1.15517 -0.13077 -0.342421 -0.473306 0 
-0.18472 1.9631 -0.130513 -0.581587 -0.0547251 0 
1.42987 -1.35918 0.0658083 0.407769 0.428978 0 
-0.0974242 1.9714 -0.0797718 -0.589407 -0.0291278 0 
-1.85095 -0.688403 0.187036 0.201208 -0.540998 0 
-1.38628 -1.40788 -0.487576 0.385568 -0.37965 0 
0.553993 1.89763 -0.385186 -0.531158 0.155066 0 
1.74356 0.933759 -0.0408087 -0.280697 0.524131 0 
-0.796722 1.81139 0.164559 -0.53061 -0.233383 0 
-0.178046 1.97186 0.107733 -0.584046 -0.0527354 0 
-1.98012 0.0552353 -0.0473886 -0.0165519 -0.593365 0 
1.90513 -0.546257 0.4619 0.1499 0.522795 0 
1.78295 -0.867761 -0.10635 0.256626 0.527279 0 
1.91433 0.520828 0.168134 -0.151989 0.558644 0 
-0.176489 1.97707 -0.272622 -0.564131 -0.050359 0 
1.97927 0.162534 0.488885 -0.0442286 0.538598 0 
-1.98694 0.00424254 -0.0406431 -0.00126842 -0.594048 0 
-0.294587 1.966 0.136375 -0.576092 -0.086322 0 
1.75312 -0.939423 0.410307 0.259615 0.484485 0 
1.64575 1.11869 0.209726 -0.322472 0.4744 0 
0.790029 1.82752 -0.209665 -0.526485 0.227597 0 
-1.99191 0.0161629 -0.164932 -0.00469698 -0.578853 0 
0.104478 -1.99024 -0.311132 0.56054 0.0294257 0 
1.91572 0.553162 -0.277657 -0.156813 0.543077 0 
0.0341684 -1.9947 -0.383825 0.552419 0.00946273 0 
0.868999 1.79689 -0.208557 -0.516221 0.249651 0 
1.30205 -1.51415 -0.0270922 0.451197 0.387992 0 
0.554624 1.91947 -0.362378 -0.533092 0.154035 0 
0.578171 1.91356 -0.413712 -0.525251 0.158701 0 
-1.993 0.167189 0.266943 -0.0473316 -0.564224 0 
